Short_Desc,MajorGroup,FdGp_Desc,GmWt_1,Vitamins,Value
"CHEESE FD,COLD PK,AMERICAN",Dairy and Egg,Dairy and Egg Products,28.35,Niacin,0.074
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Vit_A,913
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Vit_C,0
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Vit_E,0.71
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Thiamin,0.029
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Riboflavin,0.442
"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,113,Niacin,0.14
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Vit_A,856
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Vit_C,0
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Vit_E,0
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Thiamin,0.014
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Riboflavin,0.4
"CHEESE FD,PAST PROCESS,SWISS",Dairy and Egg,Dairy and Egg Products,28.35,Niacin,0.104
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Vit_A,788
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Vit_C,0
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Vit_E,0.71
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Thiamin,0.048
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Riboflavin,0.431
"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4",Dairy and Egg,Dairy and Egg Products,140,Niacin,0.131
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Vit_A,434
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Vit_C,0.86
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Vit_E,0.11
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Thiamin,0.035
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Riboflavin,0.149
"CREAM,FLUID,HALF AND HALF",Dairy and Egg,Dairy and Egg Products,242,Niacin,0.078
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Vit_A,633
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Vit_C,0.76
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Vit_E,0.15
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Thiamin,0.032
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Riboflavin,0.148
"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",Dairy and Egg,Dairy and Egg Products,240,Niacin,0.057
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Vit_A,1127
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Vit_C,0.61
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Vit_E,0.6
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Thiamin,0.024
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Riboflavin,0.125
"CREAM,FLUID,LT WHIPPING",Dairy and Egg,Dairy and Egg Products,120,Niacin,0.042
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Vit_A,1470
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Vit_C,0.58
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Vit_E,0.63
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Thiamin,0.022
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Riboflavin,0.11
"CREAM,FLUID,HVY WHIPPING",Dairy and Egg,Dairy and Egg Products,119.5,Niacin,0.039
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Vit_A,843
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Vit_C,0
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Vit_E,0.6
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Thiamin,0.037
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Riboflavin,0.065
"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,60,Niacin,0.07
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Vit_A,452
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Vit_C,0.86
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Vit_E,0.324
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Thiamin,0.035
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Riboflavin,0.149
"CREAM,SOUR,RED FAT,CULTURED",Dairy and Egg,Dairy and Egg Products,242,Niacin,0.067
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_A,790
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_C,0.86
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_E,0.566
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Thiamin,0.035
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Riboflavin,0.149
"CREAM,SOUR,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Niacin,0.067
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Vit_A,352
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Vit_C,1.5
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Vit_E,0.227
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Thiamin,0.034
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Riboflavin,0.19
EGGNOG,Dairy and Egg,Dairy and Egg Products,254,Niacin,0.105
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Vit_A,10
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Vit_C,0.94
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Vit_E,0.124
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Thiamin,0.038
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Riboflavin,0.163
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",Dairy and Egg,Dairy and Egg Products,235,Niacin,0.074
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_A,7
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.9
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.03
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.123
"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.087
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_A,7
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.9
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.026
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.03
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.123
"MILK,FILLED,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.087
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Vit_A,89
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Vit_C,0
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Vit_E,1.616
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Thiamin,0
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Riboflavin,0
"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",Dairy and Egg,Dairy and Egg Products,240,Niacin,0
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Vit_A,89
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Vit_C,0
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Vit_E,0
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Thiamin,0
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Riboflavin,0
"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",Dairy and Egg,Dairy and Egg Products,15,Niacin,0
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Vit_A,203
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Vit_C,0
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Vit_E,0.266
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Thiamin,0
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Riboflavin,0.165
"CREAM SUBSTITUTE,POWDERED",Dairy and Egg,Dairy and Egg Products,94,Niacin,0
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Vit_A,1077
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Vit_C,0
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Vit_E,0.299
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Thiamin,0
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Riboflavin,0
"DESSERT TOPPING,POWDERED",Dairy and Egg,Dairy and Egg Products,42.5,Niacin,0
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Vit_A,361
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Vit_C,0.68
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Vit_E,0.14
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Thiamin,0.027
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Riboflavin,0.117
"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",Dairy and Egg,Dairy and Egg Products,80,Niacin,0.06
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Vit_A,473
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Vit_C,0
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Vit_E,0.167
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Thiamin,0
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Riboflavin,0
"DESSERT TOPPING,PRESSURIZED",Dairy and Egg,Dairy and Egg Products,70,Niacin,0
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Vit_A,861
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Vit_C,0
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Vit_E,0.19
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Thiamin,0
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Riboflavin,0
"DESSERT TOPPING,SEMI SOLID,FRZ",Dairy and Egg,Dairy and Egg Products,75,Niacin,0
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_A,0
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_C,0
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Vit_E,0.146
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Thiamin,0
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Riboflavin,0
"SOUR CRM,IMITN,CULTURED",Dairy and Egg,Dairy and Egg Products,230,Niacin,0
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_A,0
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Vit_E,1.054
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.012
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.088
"MILK SUBSTITUTES,FLUID W/HYDR VEG OILS",Dairy and Egg,Dairy and Egg Products,244,Niacin,0
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_A,0
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.012
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.088
"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",Dairy and Egg,Dairy and Egg Products,244,Niacin,0
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_A,126
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.94
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.1
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.038
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.162
"MILK,FLUID,3.25% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.084
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_A,138
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_C,1.47
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.1
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.038
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.161
"MILK,PRODUCER,FLUID,3.7% MILKFAT",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.084
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_A,205
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.95
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.07
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.039
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.165
"MILK,RED FAT,FLUID,2% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.086
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_A,204
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_C,1
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_E,0.07
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Thiamin,0.04
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Riboflavin,0.173
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Niacin,0.09
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_A,203
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_C,1.12
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_E,0
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Thiamin,0.045
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Riboflavin,0.194
"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Niacin,0.101
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_A,205
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.97
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.04
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.039
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.167
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.087
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_A,204
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_C,1
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Vit_E,0.04
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Thiamin,0.04
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Riboflavin,0.173
"MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A",Dairy and Egg,Dairy and Egg Products,245,Niacin,0.09
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_A,203
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_C,1.15
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Vit_E,0
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Thiamin,0.045
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Riboflavin,0.192
"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A",Dairy and Egg,Dairy and Egg Products,246,Niacin,0.1
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_A,204
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_C,0.98
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_E,0.04
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Thiamin,0.036
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Riboflavin,0.14
"MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM)",Dairy and Egg,Dairy and Egg Products,245,Niacin,0.088
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_A,204
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_C,1.01
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Vit_E,0.04
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Thiamin,0.041
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Riboflavin,0.175
"MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,245,Niacin,0.091
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Vit_A,203
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Vit_C,1.12
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Vit_E,0
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Thiamin,0.045
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Riboflavin,0.194
"MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM)",Dairy and Egg,Dairy and Egg Products,246,Niacin,0.101
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Vit_A,33
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Vit_C,0.98
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Vit_E,0.06
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Thiamin,0.034
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Riboflavin,0.154
"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",Dairy and Egg,Dairy and Egg Products,245,Niacin,0.058
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Vit_A,130
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Vit_C,0.94
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Vit_E,0.1
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Thiamin,0.02
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Riboflavin,0.105
"MILK,LOW SODIUM,FLUID",Dairy and Egg,Dairy and Egg Products,244,Niacin,0.043
"MILK,DRY,WHOLE",Dairy and Egg,Dairy and Egg Products,128,Vit_A,922
"MILK,DRY,WHOLE",Dairy and Egg,Dairy and Egg Products,128,Vit_C,8.64
"MILK,DRY,WHOLE",Dairy and Egg,Dairy and Egg Products,128,Vit_E,1.08
